signal,family,symbols,timeframe,passed,oos_sharpe,oos_total_return,oos_max_dd,oos_profit_factor,oos_win_rate,oos_trades,oos_cagr,oos_exposure,is_sharpe,wf_sharpe,wf_positive_windows,mc_dd_p05,mc_prob_loss,sens_retention,lag_sharpe,worst_regime_dd,deflated_prob,robustness_score,reject_reasons,best_params
trend_pullback,hybrid,TREND2,1h,False,-0.4252401273810522,-0.2561931632475567,-0.5495274777177411,0.939417625210892,0.27586206896551724,29,-0.5134440033712602,1.0,2.4627337858927643,1.7429625928210803,0.75,-0.7992059210421993,0.69,0.9816721774093605,-0.2764466571985273,-0.39451950954719195,0.29118127223468054,32.84,OOS return -25.6% ≤ 0; OOS Sharpe -0.43 < 1.0; OOS PF 0.94 < 1.15; OOS maxDD 55.0% > 25%; OOS/IS Sharpe -0.17 < 0.4 (overfit); MC p05 drawdown 79.9% > 35%; deflated P(SR>0) 0.29 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.28 — edge dies with delay; worst regime DD 39.5% > 35%,"{'fast': 50, 'slow': 200, 'bb_window': 20, 'n_std': 1.0, 'hold': 96}"
zscore_reversion,mean_reversion,TREND3,1h,False,1.301414692286502,0.197649273532863,-0.17482463216186372,1.452751686293566,0.6153846153846154,65,0.551154728959355,0.2513888888888889,0.17903111989150605,0.7659307491347481,0.25,-0.36272802071400645,0.2125,-1.0,-0.3287012455312066,-0.18963249251183434,0.36732560171528605,32.71,only 25% WF windows positive; MC p05 drawdown 36.3% > 35%; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.37 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.33 — edge dies with delay,"{'window': 30, 'entry_z': 2.5, 'exit_z': 0.5}"
momentum_persistence,momentum,TREND2,1h,False,0.47811670707469756,0.04512586270518448,-0.23784315941661793,1.254931799281288,0.3225806451612903,93,0.11341364967649925,0.18805555555555556,0.889581597002144,0.2053685195435883,0.5,-0.3776418198461014,0.425,-0.7331896865324617,0.8316677590397498,-0.15352541880216597,0.06417442304149046,28.76,OOS Sharpe 0.48 < 1.0; MC p05 drawdown 37.8% > 35%; param retention -0.73 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.06 < 0.8 (not distinguishable from luck over 962 trials),"{'window': 40, 'threshold': 0.6}"
weighted_composite,hybrid,TREND2,1h,False,-0.4110424314591261,-0.22637063747808794,-0.4934143778925044,0.9657564345857852,0.26785714285714285,56,-0.4645879584094318,0.8941666666666667,1.45680192361228,1.6457538561829488,0.5,-0.7585645624627565,0.71,0.9472766063527847,-0.3125130796840199,-0.3693372549258658,0.33140828035589553,28.43,OOS return -22.6% ≤ 0; OOS Sharpe -0.41 < 1.0; OOS PF 0.97 < 1.15; OOS maxDD 49.3% > 25%; OOS/IS Sharpe -0.28 < 0.4 (overfit); MC p05 drawdown 75.9% > 35%; deflated P(SR>0) 0.33 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.31 — edge dies with delay; worst regime DD 36.9% > 35%,"{'w_trend': 0.4, 'w_mom': 0.4, 'w_rev': 0.0}"
vol_expansion,volatility,TREND3,1h,False,-0.056673648018806186,-0.005736861719786601,-0.04785767299432009,1.0318141706441675,0.5384615384615384,13,-0.013906186160422163,0.014722222222222222,-0.23586410556825668,0.5061824194845733,0.5,-0.11564097599950568,0.605,-1.0,-0.6234133871511901,-0.04785767299432009,0.0935160719932937,26.48,OOS return -0.6% ≤ 0; OOS Sharpe -0.06 < 1.0; OOS PF 1.03 < 1.15; 13 OOS trades < 25; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.09 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.62 — edge dies with delay,"{'fast': 10, 'slow': 100, 'ratio': 1.5, 'dir_lookback': 24}"
rsi_reversion,mean_reversion,TREND1,1h,False,0.2611075742943325,0.014117127921914108,-0.1621448342520576,1.2392755118979168,0.5714285714285714,7,0.03470973757179374,0.06805555555555555,0.544553197260014,0.0018639503471801456,0.5,-0.29151411630636265,0.4725,-1.0,-0.07212676653524765,-0.14091240413173578,0.06302830992611436,23.92,OOS Sharpe 0.26 < 1.0; 7 OOS trades < 25; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.06 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.07 — edge dies with delay,"{'period': 21, 'lower': 30.0, 'upper': 80.0, 'exit_band': 50.0}"
regime_switch,regime,TREND4,1h,False,0.2918591449268896,-0.02061257754947554,-0.5392302648718609,1.107371163713242,0.39690721649484534,194,-0.04943193001205004,0.8652777777777778,-0.27205748704031196,-2.421528402859413,0.5,-0.6770505066949734,0.5275,0.0,1.7694380569038128,-0.3642785003750648,0.28357464101772545,23.71,OOS return -2.1% ≤ 0; OOS Sharpe 0.29 < 1.0; OOS PF 1.11 < 1.15; OOS maxDD 53.9% > 25%; MC p05 drawdown 67.7% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.28 < 0.8 (not distinguishable from luck over 962 trials); worst regime DD 36.4% > 35%,"{'lookback': 168, 'window': 50, 'entry_z': 1.5, 'adx_th': 20.0}"
vol_exhaustion,mean_reversion,TREND2,1h,False,-0.875561396938912,-0.06931330442813133,-0.09025374832105226,0.41023890351575876,0.2857142857142857,7,-0.16040965074329128,0.05527777777777778,0.5031310263001137,1.2840686479534178,0.5,-0.23192341224471796,0.795,-0.9743125735063,-0.3668343192822321,-0.08966751812791718,0.01954447232504284,22.22,OOS return -6.9% ≤ 0; OOS Sharpe -0.88 < 1.0; OOS PF 0.41 < 1.15; 7 OOS trades < 25; OOS/IS Sharpe -1.74 < 0.4 (overfit); param retention -0.97 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.02 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.37 — edge dies with delay,"{'move_window': 12, 'move_z': 1.5, 'rv_ratio': 1.25, 'hold': 24}"
break_of_structure,structure,TREND3,1h,False,0.4612950291634696,0.01867017810952043,-0.41630235354870526,1.2227860016323056,0.3333333333333333,45,0.04605336144607097,1.0,1.6576111947116483,0.1877132194668616,0.5,-0.7096271512087347,0.4775,0.03591435067683959,0.4857783961082624,-0.4307205821819131,0.07978831492256538,21.77,OOS Sharpe 0.46 < 1.0; OOS maxDD 41.6% > 25%; OOS/IS Sharpe 0.28 < 0.4 (overfit); MC p05 drawdown 71.0% > 35%; param retention 0.04 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.08 < 0.8 (not distinguishable from luck over 962 trials); worst regime DD 43.1% > 35%,"{'confirm': 8, 'hold': 96}"
trend_pullback,hybrid,TREND1,1h,False,-0.7706906810140477,-0.37931896407502863,-0.6899895898194761,0.655680112925004,0.25,32,-0.6867869024546533,0.9994444444444445,2.5456175847773235,-1.261527798154656,0.25,-0.8341078420100323,0.8,0.9374045085625785,-0.2637505218180111,-0.3894541074753328,0.24837915024000606,21.74,OOS return -37.9% ≤ 0; OOS Sharpe -0.77 < 1.0; OOS PF 0.66 < 1.15; OOS maxDD 69.0% > 25%; OOS/IS Sharpe -0.30 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 83.4% > 35%; deflated P(SR>0) 0.25 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.26 — edge dies with delay; worst regime DD 38.9% > 35%,"{'fast': 50, 'slow': 200, 'bb_window': 20, 'n_std': 1.0, 'hold': 48}"
break_of_structure,structure,TREND2,1h,False,-0.04973842974073264,-0.1472012610569604,-0.5280543076972756,1.0120413653803828,0.4050632911392405,79,-0.32129687611267144,0.9677777777777777,0.8659988885791162,0.15632287697558225,0.5,-0.7500675343630164,0.565,0.8308248063711487,-0.5967858893682839,-0.5049947019261799,0.10588971687316123,21.62,OOS return -14.7% ≤ 0; OOS Sharpe -0.05 < 1.0; OOS PF 1.01 < 1.15; OOS maxDD 52.8% > 25%; OOS/IS Sharpe -0.06 < 0.4 (overfit); MC p05 drawdown 75.0% > 35%; deflated P(SR>0) 0.11 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.60 — edge dies with delay; worst regime DD 50.5% > 35%,"{'confirm': 5, 'hold': 48}"
momentum_persistence,momentum,TREND4,1h,False,-0.6525016124117156,-0.054054336025756156,-0.16018554983714428,0.9188001650808343,0.34210526315789475,38,-0.12650971223113872,0.04861111111111111,0.11647386517069289,-0.7420989015179946,0.25,-0.25161067848967417,0.665,-1.0,0.5856895307096702,-0.09627065523873901,0.005667424563390973,21.51,OOS return -5.4% ≤ 0; OOS Sharpe -0.65 < 1.0; OOS PF 0.92 < 1.15; OOS/IS Sharpe -5.60 < 0.4 (overfit); only 25% WF windows positive; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials),"{'window': 40, 'threshold': 0.65}"
mtf_trend,trend,TREND1,1h,False,-0.8505725198328303,-0.28771696375585243,-0.5440481520416761,0.7750124312518042,0.17073170731707318,41,-0.5621200704348264,0.5033333333333333,1.984419041525279,-1.105172733187914,0.25,-0.7400864402869377,0.81,0.8378067318629092,-0.9810520311981711,-0.38306721495913365,0.13055147824254737,18.88,OOS return -28.8% ≤ 0; OOS Sharpe -0.85 < 1.0; OOS PF 0.78 < 1.15; OOS maxDD 54.4% > 25%; OOS/IS Sharpe -0.43 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 74.0% > 35%; deflated P(SR>0) 0.13 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.98 — edge dies with delay; worst regime DD 38.3% > 35%,"{'htf_rule': '1D', 'htf_fast': 10, 'htf_slow': 50, 'ltf_fast': 20, 'ltf_slow': 50}"
regime_gated_reversion,regime,TREND2,1h,False,-1.9042363173916481,-0.07085320917534055,-0.07085320917534055,0.4739930965051079,0.38461538461538464,13,-0.16378691188091088,0.015555555555555555,0.3230443749404725,-1.9431667317155992,0.25,-0.16875239087948382,0.9225,-1.0,-0.8097014008802352,-0.05433085621426492,0.004777657040482313,18.83,OOS return -7.1% ≤ 0; OOS Sharpe -1.90 < 1.0; OOS PF 0.47 < 1.15; 13 OOS trades < 25; OOS/IS Sharpe -5.89 < 0.4 (overfit); only 25% WF windows positive; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.81 — edge dies with delay,"{'window': 50, 'entry_z': 2.5, 'adx_th': 20.0}"
atr_breakout,volatility,TREND4,1h,False,0.0033126278852633143,-0.08532303568493838,-0.4323197855381433,1.1008248785944896,0.3793103448275862,58,-0.19513078342299173,0.715,0.24449961754513733,-0.6589914476755191,0.5,-0.6970410733350234,0.5325,-1.0,0.4204722023915539,-0.3618031709153354,0.05995867472407159,18.63,OOS return -8.5% ≤ 0; OOS Sharpe 0.00 < 1.0; OOS PF 1.10 < 1.15; OOS maxDD 43.2% > 25%; OOS/IS Sharpe 0.01 < 0.4 (overfit); MC p05 drawdown 69.7% > 35%; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.06 < 0.8 (not distinguishable from luck over 962 trials); worst regime DD 36.2% > 35%,"{'atr_period': 14, 'mult': 1.0, 'hold': 48}"
regime_switch,regime,TREND1,1h,False,0.018501323179061,-0.10391832214731445,-0.47955241933253945,1.0217250595351486,0.40585774058577406,239,-0.23437941454047373,0.7825,1.5368163807144,-0.11970169070856451,0.25,-0.7020275852958828,0.5575,0.47628705082831574,0.7444422258015403,-0.41940059433058907,0.08653856132630738,18.52,OOS return -10.4% ≤ 0; OOS Sharpe 0.02 < 1.0; OOS PF 1.02 < 1.15; OOS maxDD 48.0% > 25%; OOS/IS Sharpe 0.01 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 70.2% > 35%; deflated P(SR>0) 0.09 < 0.8 (not distinguishable from luck over 962 trials); worst regime DD 41.9% > 35%,"{'lookback': 168, 'window': 50, 'entry_z': 2.0, 'adx_th': 20.0}"
weighted_composite,hybrid,TREND1,1h,False,-1.752031255632704,-0.5215217267739656,-0.7194400337380239,0.5179516894727618,0.24050632911392406,79,-0.8337423551281178,0.8697222222222222,2.5828033039684106,-1.8988649305044938,0.25,-0.8546574361090671,0.9175,0.8595340657295464,-1.679477863121575,-0.3419601595381647,0.037181125422183874,18.4,OOS return -52.2% ≤ 0; OOS Sharpe -1.75 < 1.0; OOS PF 0.52 < 1.15; OOS maxDD 71.9% > 25%; OOS/IS Sharpe -0.68 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 85.5% > 35%; deflated P(SR>0) 0.04 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.68 — edge dies with delay,"{'w_trend': 0.4, 'w_mom': 0.4, 'w_rev': 0.0}"
momentum_persistence,momentum,TREND3,1h,False,-0.03980715831784501,-0.01641294623562095,-0.1551948568341205,1.1372757619127556,0.2786885245901639,61,-0.039480255744460235,0.08222222222222222,0.47671750764297227,-0.26335238833903946,0.25,-0.2851585462585278,0.5825,-1.0,-0.6628624003260092,-0.1022792489208797,0.09331983837707863,17.75,OOS return -1.6% ≤ 0; OOS Sharpe -0.04 < 1.0; OOS PF 1.14 < 1.15; OOS/IS Sharpe -0.08 < 0.4 (overfit); only 25% WF windows positive; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.09 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.66 — edge dies with delay,"{'window': 20, 'threshold': 0.7}"
coint_pair,stat_arb,TREND1+TREND3,1h,False,-0.42166131189479245,-0.11246037417184285,-0.2850112311157015,0.9079324732515879,0.46511627906976744,86,-0.2520225603288293,0.7927777777777778,1.0270963185585351,-1.0446804987252478,0.5,-0.5078919472801705,0.6525,0.07393477584936128,-0.19206868596172272,-0.17469470348377503,0.053265603388222775,16.89,OOS return -11.2% ≤ 0; OOS Sharpe -0.42 < 1.0; OOS PF 0.91 < 1.15; OOS maxDD 28.5% > 25%; OOS/IS Sharpe -0.41 < 0.4 (overfit); MC p05 drawdown 50.8% > 35%; param retention 0.07 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.05 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.19 — edge dies with delay,"{'window': 500, 'refit_every': 100, 'z_window': 200, 'entry_z': 2.0, 'exit_z': 0.5, 'stop_z': 4.0}"
ema_cross,trend,TREND1,1h,False,-1.524614728558654,-0.5358840219626643,-0.7607106818441627,0.4808067511191351,0.12,25,-0.845628970523447,1.0,3.2461480344814477,-1.7194837450793097,0.25,-0.8758378681189716,0.9,0.8519141368234028,-1.9152747331404605,-0.40927823204145874,0.014001565092998311,16.88,OOS return -53.6% ≤ 0; OOS Sharpe -1.52 < 1.0; OOS PF 0.48 < 1.15; OOS maxDD 76.1% > 25%; OOS/IS Sharpe -0.47 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 87.6% > 35%; deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.92 — edge dies with delay; worst regime DD 40.9% > 35%,"{'fast': 80, 'slow': 200, 'allow_short': True}"
vol_expansion,volatility,TREND1,1h,False,-0.8765642904175894,-0.03517050183203141,-0.06430629927529996,0.4352937135035085,0.375,8,-0.0834576276170349,0.008888888888888889,0.6683713623334426,-1.9977804046142442,0.0,-0.10945217549624287,0.8075,-0.31453138687845095,-0.6047722697238576,-0.050444344980015376,0.04038574460402034,15.61,OOS return -3.5% ≤ 0; OOS Sharpe -0.88 < 1.0; OOS PF 0.44 < 1.15; 8 OOS trades < 25; OOS/IS Sharpe -1.31 < 0.4 (overfit); only 0% WF windows positive; param retention -0.31 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.04 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.60 — edge dies with delay,"{'fast': 10, 'slow': 100, 'ratio': 1.5, 'dir_lookback': 24}"
support_resistance,structure,TREND4,1h,False,-0.3088351574628464,-0.17381166069199439,-0.4549481569721703,0.9839752632895309,0.6371681415929203,113,-0.37169625055369937,0.8175,-1.3529581769021322,0.01906756419420809,0.5,-0.7146269572122789,0.665,0.0,-1.4758794970550906,-0.29596185726155766,0.13299092930391354,15.26,OOS return -17.4% ≤ 0; OOS Sharpe -0.31 < 1.0; OOS PF 0.98 < 1.15; OOS maxDD 45.5% > 25%; MC p05 drawdown 71.5% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.13 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.48 — edge dies with delay,"{'confirm': 5, 'tolerance': 0.002, 'hold': 24}"
vol_exhaustion,mean_reversion,TREND4,1h,False,-0.6267180165335933,-0.06956691253419744,-0.19942219309071652,0.8678837386970683,0.45454545454545453,11,-0.160966406177803,0.08666666666666667,-0.45172941800014765,-0.2692299997071636,0.25,-0.37527087240048634,0.585,0.0,-1.245819171339532,-0.14693955336886289,0.1402576976951464,15.25,OOS return -7.0% ≤ 0; OOS Sharpe -0.63 < 1.0; OOS PF 0.87 < 1.15; 11 OOS trades < 25; only 25% WF windows positive; MC p05 drawdown 37.5% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.14 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.25 — edge dies with delay,"{'move_window': 12, 'move_z': 1.5, 'rv_ratio': 1.25, 'hold': 24}"
breakout_volume,trend,TREND2,1h,False,0.22798296868851184,-0.007589765978549323,-0.38734275702353016,1.0905151506893223,0.4666666666666667,45,-0.01837314135430912,0.4066666666666667,0.9418684502990116,2.313968779334477,0.5,-0.5609526524314867,0.4625,-0.21396868102083777,-0.1610669191355248,-0.32605645310750875,0.020756219690065466,14.91,OOS return -0.8% ≤ 0; OOS Sharpe 0.23 < 1.0; OOS PF 1.09 < 1.15; OOS maxDD 38.7% > 25%; OOS/IS Sharpe 0.24 < 0.4 (overfit); MC p05 drawdown 56.1% > 35%; param retention -0.21 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.02 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.16 — edge dies with delay,"{'window': 20, 'vol_z': 1.0, 'hold': 30}"
relative_strength,momentum,TREND2,1h,False,-0.2699338436186455,-0.11865583257713963,-0.39322042359028164,0.976375393374024,0.2839506172839506,81,-0.264667580907776,0.4063888888888889,0.3815586993408897,1.7067768735174034,0.5,-0.622555834595129,0.6475,-0.5835730068746207,-0.6578200126919438,-0.34143490747057825,0.15005398611865356,14.79,OOS return -11.9% ≤ 0; OOS Sharpe -0.27 < 1.0; OOS PF 0.98 < 1.15; OOS maxDD 39.3% > 25%; OOS/IS Sharpe -0.71 < 0.4 (overfit); MC p05 drawdown 62.3% > 35%; param retention -0.58 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.15 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.66 — edge dies with delay,"{'lookback': 168, 'rank_window': 500, 'upper_q': 0.8, 'lower_q': 0.15}"
corr_breakdown,stat_arb,TREND1+TREND3,1h,False,-1.0458286858446864,-0.21909049977735218,-0.3262820847007605,0.8506537208632974,0.5898876404494382,178,-0.4522415265221177,0.6055555555555555,-0.07227646563813392,-0.5392250829826698,0.5,-0.5475333725753178,0.79,0.0,-1.5529187471710222,-0.21257646197063573,0.010957551229686701,14.76,OOS return -21.9% ≤ 0; OOS Sharpe -1.05 < 1.0; OOS PF 0.85 < 1.15; OOS maxDD 32.6% > 25%; MC p05 drawdown 54.8% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.55 — edge dies with delay,"{'corr_window': 50, 'ref_window': 500, 'corr_q': 0.2, 'lookback': 48, 'hold': 48}"
volume_momentum,momentum,TREND2,1h,False,-1.3000062889952226,-0.3201923231877466,-0.4150137355396317,1.0040126809145293,0.5010989010989011,455,-0.6091356169564324,0.49833333333333335,-2.113199549148331,-1.7441199915802874,0.5,-0.6949535124983113,0.7825,0.0,-0.13774451466771995,-0.30935167641730255,0.05861117467724489,13.95,OOS return -32.0% ≤ 0; OOS Sharpe -1.30 < 1.0; OOS PF 1.00 < 1.15; OOS maxDD 41.5% > 25%; MC p05 drawdown 69.5% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.06 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.14 — edge dies with delay,"{'lookback': 96, 'vol_fast': 10, 'vol_slow': 50}"
bollinger_reversion,mean_reversion,TREND1,1h,False,-1.3503807503383842,-0.5038142928319517,-0.5700758495479015,0.6777593096836344,0.5252525252525253,99,-0.8183668020647239,1.0,2.3062875924513397,-1.1019143432765997,0.25,-0.8268633474983862,0.915,0.49668251721769485,-1.6703845568720797,-0.365541239646503,0.002461333071608402,13.15,OOS return -50.4% ≤ 0; OOS Sharpe -1.35 < 1.0; OOS PF 0.68 < 1.15; OOS maxDD 57.0% > 25%; OOS/IS Sharpe -0.59 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 82.7% > 35%; deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.67 — edge dies with delay; worst regime DD 36.6% > 35%,"{'window': 20, 'n_std': 3.0}"
rsi_reversion,mean_reversion,TREND3,1h,False,-2.531538090538113,-0.3490627584466055,-0.43605895129318706,0.48524337348352947,0.5925925925925926,27,-0.6483161261273569,0.2036111111111111,1.3948598578233669,-1.7583049572105955,0.5,-0.6063252322899897,0.9575,-0.07860848617038503,-3.073498506254171,-0.3215190661986769,0.0006750809118772685,12.87,OOS return -34.9% ≤ 0; OOS Sharpe -2.53 < 1.0; OOS PF 0.49 < 1.15; OOS maxDD 43.6% > 25%; OOS/IS Sharpe -1.81 < 0.4 (overfit); MC p05 drawdown 60.6% > 35%; param retention -0.08 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -3.07 — edge dies with delay,"{'period': 14, 'lower': 30.0, 'upper': 80.0, 'exit_band': 50.0}"
trend_acceleration,trend,TREND3,1h,False,-0.7203873557275381,-0.10013679095169081,-0.21109943680441334,0.9949166156830482,0.37272727272727274,110,-0.22649137896353255,0.1486111111111111,-0.08523708261072291,-0.5125003144228693,0.25,-0.36954052908348123,0.7475,0.0,-2.7297844698311984,-0.19689210591586404,0.02228076753008093,12.79,OOS return -10.0% ≤ 0; OOS Sharpe -0.72 < 1.0; OOS PF 0.99 < 1.15; only 25% WF windows positive; MC p05 drawdown 37.0% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.02 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.73 — edge dies with delay,"{'span': 50, 'accel_window': 10, 'er_window': 20, 'er_min': 0.4}"
momentum_persistence,momentum,TREND1,1h,False,-1.7375015096419006,-0.19138602296830243,-0.2642180762379347,0.6268461191916748,0.2553191489361702,47,-0.4037322560662153,0.09805555555555556,0.10210449202624725,-1.6942783858821764,0.25,-0.41294404210196894,0.92,-1.0,-2.3518213237838754,-0.14443532845791385,0.0023793773182309683,12.47,OOS return -19.1% ≤ 0; OOS Sharpe -1.74 < 1.0; OOS PF 0.63 < 1.15; OOS maxDD 26.4% > 25%; OOS/IS Sharpe -17.02 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 41.3% > 35%; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.35 — edge dies with delay,"{'window': 40, 'threshold': 0.6}"
ensemble_vote,hybrid,TREND1,1h,False,-2.9536040195323396,-0.5532873908475293,-0.690936949536415,0.41458275195315814,0.1794871794871795,78,-0.8593417013521095,0.7783333333333333,1.4278002214001981,-3.154638054505037,0.0,-0.8002753218774284,0.98,0.77505661397769,-2.8376442575981575,-0.3228425701147444,0.0008964640968575683,12.15,OOS return -55.3% ≤ 0; OOS Sharpe -2.95 < 1.0; OOS PF 0.41 < 1.15; OOS maxDD 69.1% > 25%; OOS/IS Sharpe -2.07 < 0.4 (overfit); only 0% WF windows positive; MC p05 drawdown 80.0% > 35%; deflated P(SR>0) 0.00 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -2.84 — edge dies with delay,{'min_agree': 0.34}
corr_breakdown,stat_arb,TREND1+TREND2,1h,False,-1.0481874320348374,-0.14897724221210562,-0.2623415015012439,0.6946039637584761,0.5526315789473685,38,-0.32473202163842707,0.24194444444444443,0.2107235045914589,-2.410537901068332,0.25,-0.4510688912600735,0.7975,-1.0,-0.8778328829137676,-0.15149526574443006,0.006281421920356766,11.65,OOS return -14.9% ≤ 0; OOS Sharpe -1.05 < 1.0; OOS PF 0.69 < 1.15; OOS maxDD 26.2% > 25%; OOS/IS Sharpe -4.97 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 45.1% > 35%; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.88 — edge dies with delay,"{'corr_window': 100, 'ref_window': 500, 'corr_q': 0.05, 'lookback': 48, 'hold': 48}"
vol_expansion,volatility,TREND4,1h,False,-0.6198725458168389,-0.0639852633274679,-0.1725449637347367,1.036643703647133,0.48717948717948717,78,-0.1486624538946938,0.07416666666666667,0.6583619852072943,-1.880237715007247,0.0,-0.27148736129993684,0.69,0.0,-1.0572415899310783,-0.1116145011836297,0.01742916392045735,11.23,OOS return -6.4% ≤ 0; OOS Sharpe -0.62 < 1.0; OOS PF 1.04 < 1.15; OOS/IS Sharpe -0.94 < 0.4 (overfit); only 0% WF windows positive; param retention 0.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.02 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -1.06 — edge dies with delay,"{'fast': 10, 'slow': 100, 'ratio': 1.25, 'dir_lookback': 48}"
rsi_reversion,mean_reversion,TREND2,1h,False,-0.11596332416694534,-0.03963175837195032,-0.20495538072416786,1.0113038577621731,0.6842105263157895,19,-0.09373874152612804,0.1686111111111111,0.7265548716090201,-0.9104089090900915,0.25,-0.44029841468330677,0.5975,-1.0,-0.23891695430054868,-0.20248809645834975,0.005733688773398267,11.1,OOS return -4.0% ≤ 0; OOS Sharpe -0.12 < 1.0; OOS PF 1.01 < 1.15; 19 OOS trades < 25; OOS/IS Sharpe -0.16 < 0.4 (overfit); only 25% WF windows positive; MC p05 drawdown 44.0% > 35%; param retention -1.00 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.01 < 0.8 (not distinguishable from luck over 962 trials); +1-bar-lag Sharpe -0.24 — edge dies with delay,"{'period': 21, 'lower': 20.0, 'upper': 70.0, 'exit_band': 50.0}"
